Epoch,Loss_D,Loss_G,Score_D,Score_G,PSNR,SSIM
1,0.9916069925473836,0.012817137290885348,0.5737643117816076,0.5599853528348776,23.854462189700307,0.7330500411987305
2,1.00000169979598,0.007149483053582514,4.554794599460727e-05,4.342204409701214e-05,25.197030474618426,0.7954725689046523
3,1.0000002163184618,0.006146242492637056,7.998342945808225e-06,8.198959203271043e-06,23.855160796501544,0.7974027616136214
4,1.0000002880439074,0.00574780653637951,1.0391813439461445e-05,1.0635812023240728e-05,25.593978337113064,0.8116319465637207
5,1.000000280791414,0.00550981017108449,5.732866865110521e-06,5.972575683010121e-06,25.5379250019684,0.8150271955658408
6,0.9999999502033531,0.005163333738769243,5.9481545521994995e-06,5.882870549419226e-06,25.815103838074688,0.8180482767609989
7,1.0000000591906244,0.005162594854764774,5.2831203278364755e-06,5.33038997572507e-06,25.283617722606103,0.8180957019329071
8,0.9999998575341915,0.0048828742931970575,6.155110082767702e-06,6.0006569202114326e-06,25.469243654944478,0.8275151288509369
9,0.999999380939735,0.004719361660410901,1.3614461974906682e-05,1.2963575753713575e-05,26.20413370633045,0.835995462361504
10,1.0000008406896077,0.004693236467121782,6.730266258405059e-06,7.403626623977016e-06,26.231296126929728,0.8358659312304328
11,1.0000001409953225,0.004559794282206072,3.202408859408053e-06,3.335732925439593e-06,26.24592736354499,0.8380761950156268
12,0.9999999888071757,0.00454995217760969,2.034851883611217e-06,2.024045848747438e-06,26.526250993251246,0.8370129834904391
13,0.9999999954743299,0.0044927258757194,2.2251372073309634e-06,2.22465816047284e-06,26.472583563098343,0.8418399809388554
14,1.0000000447712973,0.004316239822432845,1.7756927501147585e-06,1.820673327641376e-06,26.754124269168067,0.8434357996547923
15,0.9999997485040905,0.004331084114393431,2.695974572047252e-06,2.4522651264438327e-06,25.868546295300185,0.840571987769183
16,1.000000292412535,0.004425599326429788,2.646329018891427e-06,2.9191249102837163e-06,26.50114279786708,0.8423212212674758
17,0.9896530355236487,0.06595983822010235,0.22912274473238142,0.22176939469104276,19.22016698264089,0.5637155676238677
18,1.0052129680239512,0.008274532223934542,0.6773236867910374,0.683506287172169,24.515546461509665,0.73583763627445
19,1.0048679287847644,0.005615017443426891,0.8387203532493043,0.8425565459913836,25.188406992817,0.7779912360976724
20,1.0051360704798897,0.004914317829590179,0.758492641663123,0.7623169339202835,25.481059944843174,0.7944077458101161
21,1.004983272495384,0.004440375161552411,0.7968792436080064,0.8014392752418975,25.738077365783518,0.8083720482096952
22,1.0021772557961013,0.004425087427151596,0.5931962922233307,0.5932484970835155,25.974838464403092,0.812214734694537
23,1.0022830906456817,0.004575302995919825,0.3496345487326205,0.35099207501925395,23.556188622828852,0.802179804128759
24,1.0014005539945499,0.005692435502559839,0.28095682916883935,0.27994396119676807,25.57833683496275,0.8060461676821989
25,1.0,0.00496423061546719,0.0,0.0,26.04497535460171,0.8113049873183755
26,1.0,0.005332288574873509,0.0,0.0,24.147539962197566,0.7637931644916535
27,1.0,0.005030813829047594,0.0,0.0,25.81703666299477,0.8082352970628177
28,1.0,0.004797412189850193,0.0,0.0,26.0788367243307,0.8172884906039518
29,1.0,0.004685156698266189,0.0,0.0,26.283466099728628,0.8248993395356571
30,1.0,0.0046867205660990965,0.0,0.0,26.240896711556655,0.8135117194231819
31,1.0,0.004577509510682193,0.0,0.0,26.395859711867338,0.8254427141301772
32,1.0,0.004488427362176116,0.0,0.0,26.406972929082563,0.8266540751737707
33,1.0,0.004466827784938191,0.0,0.0,26.46522603561459,0.8331020161684821
34,1.0,0.00455625525012077,0.0,0.0,26.534247848156134,0.8287432607482461
35,1.0,0.004436643229920172,0.0,0.0,26.489851017921215,0.8337217008366304
36,1.0,0.004377529425490759,0.0,0.0,26.636170256355975,0.8377093759705039
37,1.0,0.004293276369237079,0.0,0.0,26.62692884108123,0.8364654440038345
38,1.0,0.004229625005074247,0.0,0.0,26.598824991965778,0.839268527732176
39,1.0,0.004223412152402058,0.0,0.0,26.580833388980075,0.8380763124017154
40,1.0,0.0042059566103992705,0.0,0.0,26.6203288804942,0.840522206250359
41,1.0,0.0043501677003850835,0.0,0.0,26.485496303106114,0.8350916852670557
42,1.0,0.004193847563430043,0.0,0.0,26.7832867475984,0.8402471811631147
43,1.0,0.004168175349993531,0.0,0.0,26.810632158789524,0.837971270645366
44,1.0,0.004098826113218319,0.0,0.0,26.389120394859184,0.8409682754909291
45,1.0,0.004098294618132407,0.0,0.0,26.660497956697927,0.8434622866967145
46,1.0,0.004077896421697147,0.0,0.0,26.78394549832863,0.8445765916038962
